Book,Chapter,Verse,Text,Version
EPH,5,21,Submit yourselves to one another because of your reverence for Christ.,GNBDC
EPH,5,23,"For a husband has authority over his wife just as Christ has authority over the church; and Christ is himself the Saviour of the church, his body.",GNBDC
EPH,5,24,And so wives must submit completely to their husbands just as the church submits itself to Christ.,GNBDC
EPH,5,26,"He did this to dedicate the church to God by his word, after making it clean by washing it in water,",GNBDC
EPH,5,27,"in order to present the church to himself in all its beauty — pure and faultless, without spot or wrinkle or any other imperfection.",GNBDC
EPH,5,28,Men ought to love their wives just as they love their own bodies. A man who loves his wife loves himself.,GNBDC
EPH,5,29,"(People never hate their own bodies. Instead, they feed them and take care of them, just as Christ does the church;",GNBDC
EPH,5,30,for we are members of his body.),GNBDC
EPH,5,31,"As the scripture says, “For this reason a man will leave his father and mother and unite with his wife, and the two will become one.”",GNBDC
EPH,5,32,"There is a deep secret truth revealed in this scripture, which I understand as applying to Christ and the church.",GNBDC
EPH,5,33,"But it also applies to you: every husband must love his wife as himself, and every wife must respect her husband.",GNBDC
EPH,6,2,“Respect your father and mother” is the first commandment that has a promise added:,GNBDC
EPH,6,3,"“so that all may go well with you, and you may live a long time in the land.”",GNBDC
EPH,6,6,"Do this not only when they are watching you, because you want to gain their approval; but with all your heart do what God wants, as slaves of Christ.",GNBDC
EPH,6,7,"Do your work as slaves cheerfully, as though you served the Lord, and not merely human beings.",GNBDC
EPH,6,8,"Remember that the Lord will reward everyone, whether slave or free, for the good work they do.",GNBDC
EPH,6,10,"Finally, build up your strength in union with the Lord and by means of his mighty power.",GNBDC
EPH,6,11,"Put on all the armour that God gives you, so that you will be able to stand up against the Devil's evil tricks.",GNBDC
EPH,6,12,"For we are not fighting against human beings but against the wicked spiritual forces in the heavenly world, the rulers, authorities, and cosmic powers of this dark age.",GNBDC
EPH,6,13,"So put on God's armour now! Then when the evil day comes, you will be able to resist the enemy's attacks; and after fighting to the end, you will still hold your ground.",GNBDC
EPH,6,15,and as your shoes the readiness to announce the Good News of peace.,GNBDC
EPH,6,16,At all times carry faith as a shield; for with it you will be able to put out all the burning arrows shot by the Evil One.,GNBDC
EPH,6,17,"And accept salvation as a helmet, and the word of God as the sword which the Spirit gives you.",GNBDC
EPH,6,18,"Do all this in prayer, asking for God's help. Pray on every occasion, as the Spirit leads. For this reason keep alert and never give up; pray always for all God's people.",GNBDC
EPH,6,19,"And pray also for me, that God will give me a message when I am ready to speak, so that I may speak boldly and make known the gospel's secret.",GNBDC
EPH,6,20,"For the sake of this gospel I am an ambassador, though now I am in prison. Pray that I may be bold in speaking about the gospel as I should.",GNBDC
EPH,6,22,"That is why I am sending him to you — to tell you how all of us are getting on, and to encourage you.",GNBDC
EPH,6,23,May God the Father and the Lord Jesus Christ give to all Christian brothers and sisters peace and love with faith.,GNBDC
EPH,6,24,May God's grace be with all those who love our Lord Jesus Christ with undying love.,GNBDC
COL,1,1,"From Paul, who by God's will is an apostle of Christ Jesus, and from our brother Timothy —",GNBDC
COL,1,2,"To God's people in Colossae, who are our faithful brothers and sisters in union with Christ:",GNBDC
COL,1,4,May God our Father give you grace and peace.,GNBDC
COL,1,3,"We always give thanks to God, the Father of our Lord Jesus Christ, when we pray for you.",GNBDC
COL,1,4,For we have heard of your faith in Christ Jesus and of your love for all God's people.,GNBDC
COL,1,5,"When the true message, the Good News, first came to you, you heard about the hope it offers. So your faith and love are based on what you hope for, which is kept safe for you in heaven.",GNBDC
COL,1,6,"The gospel keeps bringing blessings and is spreading throughout the world, just as it has among you ever since the day you first heard about the grace of God and came to know it as it really is.",GNBDC
COL,1,7,"You learnt of God's grace from Epaphras, our dear fellow-servant, who is Christ's faithful worker on our",GNBDC
COL,1,8,He has told us of the love that the Spirit has given you.,GNBDC
COL,1,9,"For this reason we have always prayed for you, ever since we heard about you. We ask God to fill you with the knowledge of his will, with all the wisdom and understanding that his Spirit gives.",GNBDC
COL,1,10,"Then you will be able to live as the Lord wants and will always do what pleases him. Your lives will produce all kinds of good deeds, and you will grow in your knowledge of God.",GNBDC
COL,1,11-12,"May you be made strong with all the strength which comes from his glorious power, so that you may be able to endure everything with patience. And with joy give thanks to",GNBDC
COL,1,13,"He rescued us from the power of darkness and brought us safe into the kingdom of his dear Son,",GNBDC
COL,1,14,"by whom we are set free, that is, our sins are forgiven.",GNBDC
COL,1,15,"Christ is the visible likeness of the invisible God. He is the firstborn Son, superior to all created things.",GNBDC
COL,1,16,"For through him God created everything in heaven and on earth, the seen and the unseen things, including spiritual powers, lords, rulers, and authorities. God created the whole universe through him and for him.",GNBDC
COL,1,17,"Christ existed before all things, and in union with him all things have their proper place.",GNBDC
COL,1,18,"He is the head of his body, the church; he is the source of the body's life. He is the firstborn Son, who was raised from death, in order that he alone might have the first place in all things.",GNBDC
COL,1,19,For it was by God's own decision that the Son has in himself the full nature of God.,GNBDC
COL,1,20,"Through the Son, then, God decided to bring the whole universe back to himself. God made peace through his Son's blood",GNBDC
COL,1,21,At one time you were far away from God and were his enemies because of the evil things you did and thought.,GNBDC
COL,1,22,"But now, by means of the physical death of his Son, God has made you his friends, in order to bring you, holy, pure, and faultless, into his presence.",GNBDC
COL,1,23,"You must, of course, continue faithful on a firm and sure foundation, and must not allow yourselves to be shaken from the hope you gained when you heard the gospel. It is of this gospel that I, Paul, became a servant — this gospel which has been preached to everybody in the world.",GNBDC
COL,1,24,"And now I am happy about my sufferings for you, for by means of my physical sufferings I am helping to complete what still remains of Christ's sufferings on behalf of his body, the church.",GNBDC
COL,1,25,"And I have been made a servant of the church by God, who gave me this task to perform for your good. It is the task of fully proclaiming his message,",GNBDC
COL,1,26,which is the secret he hid through all past ages from all the human race but has now revealed to his people.,GNBDC
COL,1,27,"God's plan is to make known his secret to his people, this rich and glorious secret which he has for all peoples. And the secret is that Christ is in you, which means that you will share in the glory of God.",GNBDC
COL,1,28,So we preach Christ to everyone. With all possible wisdom we warn and teach them in order to bring each one into God's presence as a mature individual in union with Christ.,GNBDC
COL,1,29,"To get this done I toil and struggle, using the mighty strength which Christ supplies and which is at work in me.",GNBDC
COL,2,1,Let me tell you how hard I have worked for you and for the people in Laodicea and for all others who do not know me personally.,GNBDC
COL,2,2,"I do this in order that they may be filled with courage and may be drawn together in love, and so have the full wealth of assurance which true understanding brings. In this way they will know God's secret, which is Christ himself.",GNBDC
COL,2,3,He is the key that opens all the hidden treasures of God's wisdom and knowledge.,GNBDC
COL,2,4,"I tell you, then, do not let anyone deceive you with false arguments, no matter how good they seem to be.",GNBDC
COL,2,5,"For even though I am absent in body, yet I am with you in spirit, and I am glad as I see the resolute firmness with which you stand together in your faith in Christ.",GNBDC
COL,2,6,"Since you have accepted Christ Jesus as Lord, live in union with him.",GNBDC
COL,2,7,"Keep your roots deep in him, build your lives on him, and become stronger in your faith, as you were taught. And be filled with thanksgiving.",GNBDC
COL,2,8,"See to it, then, that no one enslaves you by means of the worthless deceit of human wisdom, which comes from the teachings handed down by human beings and from the ruling spirits of the universe, and not from Christ.",GNBDC
COL,2,9,"For the full content of divine nature lives in Christ, in his humanity,",GNBDC
COL,2,10,and you have been given full life in union with him. He is supreme over every spiritual ruler and authority.,GNBDC
COL,2,11,"In union with Christ you were circumcised, not with the circumcision that is made by human beings, but with the circumcision made by Christ, which consists of being freed from the power of this sinful self.",GNBDC
COL,2,12,"For when you were baptized, you were buried with Christ, and in baptism you were also raised with Christ through your faith in the active power of God, who raised him from death.",GNBDC
COL,2,13,You were at one time spiritually dead because of your sins and because you were Gentiles without the Law. But God has now brought you to life with Christ. God forgave us all our sins;,GNBDC
COL,2,14,he cancelled the unfavourable record of our debts with its binding rules and did away with it completely by nailing it to the cross.,GNBDC
COL,2,15,And on that cross Christ freed himself from the power of the spiritual rulers and authorities;,GNBDC
COL,2,17,All such things are only a shadow of things in the future; the reality is Christ.,GNBDC
COL,2,18,"Do not allow yourselves to be condemned by anyone who claims to be superior because of special visions and who insists on false humility and the worship of angels. For no reason at all, such people are all puffed up by their human way of thinking",GNBDC
COL,2,19,"and have stopped holding on to Christ, who is the head of the body. Under Christ's control the whole body is nourished and held together by its joints and ligaments, and it grows as God wants it to grow.",GNBDC
COL,2,20,"You have died with Christ and are set free from the ruling spirits of the universe. Why, then, do you live as though you belonged to this world? Why do you obey such rules as",GNBDC
COL,2,21,"“Don't handle this,” “Don't taste that,” “Don't touch the other”?",GNBDC
COL,2,22,All these refer to things which become useless once they are used; they are only human rules and teachings.,GNBDC
COL,2,23,"Of course such rules appear to be based on wisdom in their forced worship of angels, and false humility, and severe treatment of the body; but they have no real value in controlling physical passions.",GNBDC
COL,3,2,"Keep your minds fixed on things there, not on things here on earth.",GNBDC
COL,3,3,"For you have died, and your life is hidden with Christ in God.",GNBDC
COL,3,4,"Your real life is Christ and when he appears, then you too will appear with him and share his glory!",GNBDC
COL,3,5,"You must put to death, then, the earthly desires at work in you, such as sexual immorality, indecency, lust, evil passions, and greed (for greed is a form of idolatry).",GNBDC
COL,3,6,Because of such things God's anger will come upon those who do not obey him.,GNBDC
COL,3,7,"At one time you yourselves used to live according to such desires, when your life was dominated by them.",GNBDC
COL,3,8,"But now you must get rid of all these things: anger, passion, and hateful feelings. No insults or obscene talk must ever come from your lips.",GNBDC
COL,3,9,"Do not lie to one another, for you have taken off the old self with its habits",GNBDC
COL,3,10,"and have put on the new self. This is the new being which God, its Creator, is constantly renewing in his own image, in order to bring you to a full knowledge of himself.",GNBDC
COL,3,11,"As a result, there is no longer any distinction between Gentiles and Jews, circumcised and uncircumcised, barbarians, savages, slaves, and free, but Christ is all, Christ is in all.",GNBDC
COL,3,13,Be tolerant with one another and forgive one another whenever any of you has a complaint against someone else. You must forgive one another just as the Lord has forgiven you.,GNBDC
COL,3,14,"And to all these qualities add love, which binds all things together in perfect unity.",GNBDC
COL,3,15,The peace that Christ gives is to guide you in the decisions you make; for it is to this peace that God has called you together in the one body. And be thankful.,GNBDC
COL,3,16,"Christ's message in all its richness must live in your hearts. Teach and instruct each other with all wisdom. Sing psalms, hymns, and sacred songs; sing to God with thanksgiving in your hearts.",GNBDC
COL,3,17,"Everything you do or say, then, should be done in the name of the Lord Jesus, as you give thanks through him to God the Father.",GNBDC
COL,3,23,"Whatever you do, work at it with all your heart, as though you were working for the Lord and not for human beings.",GNBDC
COL,3,24,Remember that the Lord will give you as a reward what he has kept for his people. For Christ is the real Master you serve.,GNBDC
COL,3,25,"And wrongdoers will be repaid for the wrong things they do, because God judges everyone by the same standard.",GNBDC
COL,4,2,"Be persistent in prayer, and keep alert as you pray, giving thanks to God.",GNBDC
COL,4,3,"At the same time pray also for us, so that God will give us a good opportunity to preach his message about the secret of Christ. For that is why I am now in prison.",GNBDC
COL,4,4,"Pray, then, that I may speak, as I should, in such a way as to make it clear.",GNBDC
COL,4,6,"Your speech should always be pleasant and interesting, and you should know how to give the right answer to everyone.",GNBDC
COL,4,8,"That is why I am sending him to you, in order to cheer you up by telling you how all of us are getting on.",GNBDC
COL,4,9,"With him goes Onesimus, that dear and faithful brother, who belongs to your group. They will tell you everything that is happening here.",GNBDC
COL,4,11,"Joshua, also called Justus, sends greetings too. These three are the only Jewish believers who work with me for the Kingdom of God, and they have been a great help to me.",GNBDC
COL,4,13,I can personally testify to his hard work for you and for the people in Laodicea and Hierapolis.,GNBDC
COL,4,14,"Luke, our dear doctor, and Demas send you their greetings.",GNBDC
COL,4,15,Give our best wishes to the brothers and sisters in Laodicea and to Nympha and the church that meets in her house.,GNBDC
COL,4,16,"After you read this letter, make sure that it is read also in the church at Laodicea. At the same time, you are to read the letter that the brothers and sisters in Laodicea will send you.",GNBDC
COL,4,17,"And say to Archippus, “Be sure to finish the task you were given in the Lord's service.”",GNBDC
COL,4,18,With my own hand I write this:,GNBDC
COL,4,26,May God's grace be with you.,GNBDC
